 UNKNOWN: 0, SYSTEMCALL: 0, USERMODE: 0, BLOCKED_IO: 0, BLOCKED_CPU: 0, BLOCKED_WAITKERNEL: 0,BLOCKED_WAITPROCESS: 0, BLOCKED_FOR_FUTEX: 0, BLOCKED_CPU_FUTEX: 0, TRASH: 0
0,1525142,23037918,0,22167926,0,2205958,0,0,0
0,1179077,19632480,0,12075979,0,2092195,0,0,0
0,1561952,22183925,0,4656093,0,1826577,0,0,0
0,1237795,20052194,0,5187921,47290,1223882,0,0,0
0,1151098,19059633,0,4383888,48696,1005434,0,0,0
0,1024290,18935986,0,5796376,49939,97804,0,0,0
0,1030730,19931543,0,7197917,47920,3540834,0,0,0
0,1075036,19952649,0,11506745,46520,13358977,0,0,0
0,1081699,17380063,0,4091725,48445,536492,0,0,0
0,1271715,18590255,0,2428974,17088,5140297,0,0,0
0,1284584,18972839,0,9419086,49038,1120278,0,0,0
0,1043513,17462636,0,5245340,48246,3022574,0,0,0
0,1356222,20097635,0,15471764,0,4021252,0,0,0
0,1137407,20866119,0,8970129,0,295691,0,0,0
0,1360751,20799617,0,10732019,0,13928428,0,0,0
0,1233857,20460417,0,5239438,48929,274978,0,0,0
0,946964,17339053,0,4856432,48539,994729,0,0,0
0,1055999,17567938,0,5397174,49873,4845358,0,0,0
0,1086005,18868262,0,18805584,47423,821986,0,0,0
0,1190364,21427739,0,5861736,44044,2753362,0,0,0
0,1159484,18787914,0,29178838,0,4355828,0,0,0
0,1500607,23383895,0,33110360,47369,2169659,0,0,0
0,1211355,21100420,0,9016796,49791,611214,0,0,0
0,1094220,19754112,0,9077984,13454,215820,0,0,0
0,1114232,20990757,0,7425433,48382,676129,0,0,0
0,1241151,20911897,0,35462558,0,2531360,0,0,0
0,1224651,20530519,0,20647893,49288,904025,0,0,0
0,1124351,20263918,0,13421037,0,2332464,0,0,0
0,1093478,18265265,0,23113529,0,1244144,0,0,0
0,1509849,20335530,0,32179966,0,7314941,0,0,0
0,1182725,20595278,0,18623371,50872,2471492,0,0,0
0,1114498,18558355,0,24486373,0,735846,0,0,0
0,1212715,19927653,0,25417917,0,374224,0,0,0
0,1077278,20155720,0,18164070,0,3543392,0,0,0
0,1094432,18536935,0,14331470,0,2548740,0,0,0
0,1058756,18696901,0,4602531,0,197397,0,0,0
0,1199361,18322461,0,8844110,0,1027205,0,0,0
0,1077440,18820703,0,6313151,0,430992,0,0,0
0,1478795,17215918,0,6270784,0,902140,0,0,0
0,1116053,19096762,0,15548283,0,171145,0,0,0
0,1504732,20045137,0,28312366,0,10865428,0,0,0
0,1162411,19822289,0,5829436,47667,1592256,0,0,0
0,1213295,20367813,0,25017366,0,2976885,0,0,0
0,1130019,19883550,0,58232770,0,12808160,0,0,0
0,1395132,20407503,0,20554628,49505,4270144,0,0,0
0,1366716,20211854,0,29698870,0,17957988,0,0,0
0,1652195,21745073,0,46424002,0,19866380,0,0,0
0,1405744,20426305,0,20953090,0,18760482,0,0,0
0,1381007,20263379,0,23793857,48042,10138859,0,0,0
0,1417908,21257943,0,31826672,0,8666214,0,0,0
0,1196878,18620595,0,23908161,0,11495879,0,0,0
0,1187362,17412549,0,14655876,0,7858784,0,0,0
0,1223204,16968032,0,12675850,0,29641840,0,0,0
0,1295369,18370243,0,12278281,0,10904791,0,0,0
0,1177616,18302451,0,25860993,0,7808750,0,0,0
0,1142403,16833086,0,16051534,0,29212084,0,0,0
0,1215956,18523895,0,26628780,50068,5304679,0,0,0
0,1374818,23366816,0,35422729,0,8266955,0,0,0
0,1321205,22612035,0,34795602,50450,9826700,0,0,0
0,1388408,19521721,0,23607516,0,33632614,0,0,0
0,1209367,17972238,0,27460475,0,17853011,0,0,0
0,1254858,18735682,0,19074182,0,21164460,0,0,0
0,1247100,18502216,0,16770789,0,17198297,0,0,0
0,1304606,19553861,0,43119896,0,20253696,0,0,0
0,1413695,21021270,0,66025041,50871,15510468,0,0,0
0,1595561,22116309,0,97333381,0,15055466,0,0,0
0,1323363,20146321,0,61903277,0,12119780,0,0,0
0,1241753,19657883,0,60835392,0,18241497,0,0,0
0,1094383,17596310,0,45564928,0,16926613,0,0,0
0,1211335,17454466,0,31114331,48459,11678956,0,0,0
0,1231019,18215128,0,49528278,0,15110404,0,0,0
0,1343893,19293409,0,52678595,0,34291267,0,0,0
0,1155574,17050105,0,55963601,0,37005929,0,0,0
0,1238031,18142923,0,95632889,0,36357976,0,0,0
0,1254863,19128204,0,68976696,0,21167661,0,0,0
0,1163942,18121195,0,45914112,0,22317489,0,0,0
0,1380233,20160539,0,64190135,0,19461601,0,0,0
0,1294933,19545933,0,105463189,0,19911989,0,0,0
0,1242444,18270100,0,52531738,0,26925466,0,0,0
0,1149600,18045437,0,83666153,0,15063694,0,0,0
0,1399280,19262165,0,63537969,0,23417647,0,0,0
0,1442482,20230294,0,54873262,0,25710436,0,0,0
0,1272805,18382757,0,22078279,0,19226161,0,0,0
0,1321676,18937186,0,102760277,0,18122288,0,0,0
0,1282215,18701792,0,41192181,0,17731752,0,0,0
0,1165446,19692524,0,44320470,0,10566961,0,0,0
0,1434165,22406264,0,76454912,0,20501686,0,0,0
0,1390169,20725391,0,160995646,0,14854670,0,0,0
0,1288514,20152060,0,103929521,0,14311995,0,0,0
0,1413386,19650945,0,85849544,0,24349711,0,0,0
0,1550335,22402607,0,116023521,0,35345062,0,0,0
0,1411327,20166215,0,44930153,0,36241207,0,0,0
0,1183344,19748511,0,95069516,0,4314793,0,0,0
0,1326250,20020412,0,98800726,0,10202153,0,0,0
0,1260654,19600268,0,83735506,0,11653526,0,0,0
0,1316602,19761966,0,31928157,0,29047237,0,0,0
0,1488632,22144118,0,61647324,0,11243692,0,0,0
0,1365276,19425230,0,51814058,0,19308215,0,0,0
0,1413783,19260080,0,11531628,0,43032051,0,0,0
0,1576340,21954909,0,74512123,0,47969549,0,0,0
0,1449825,19952541,0,83128240,0,25174026,0,0,0
0,1486224,20619619,0,28510674,0,17550455,0,0,0
0,1585093,23229314,0,111939526,0,25140915,0,0,0
0,1376630,19665815,0,54338421,0,28614760,0,0,0
0,1395765,18339385,0,35072226,0,37080216,0,0,0
0,1438490,20370511,0,38566377,0,25262574,0,0,0
0,1472700,20918722,0,140792099,0,17971356,0,0,0
0,1415252,20576039,0,24322825,0,33550786,0,0,0
0,1299096,21014525,0,121219839,0,7565896,0,0,0
0,1415223,20459317,0,63957993,0,26609083,0,0,0
0,1319660,19958924,0,68471673,0,22787056,0,0,0
0,1452770,22327694,0,68131474,0,36333653,0,0,0
0,1430880,20142652,0,113062406,0,13357404,0,0,0
0,1429423,19519774,0,66980938,0,21335578,0,0,0
0,1346977,19904497,0,61551733,48248,20465434,0,0,0
0,1436940,20855464,0,67415830,0,29170926,0,0,0
0,1399014,19932452,0,49612847,0,20592514,0,0,0
0,1354759,20369575,0,120332126,0,16127282,0,0,0
0,1206974,18637194,0,66552435,0,17742471,0,0,0
0,1381516,20230376,0,38664850,0,17363263,0,0,0
0,1415430,19679686,0,107896677,0,25198352,0,0,0
0,1584873,21263533,0,82085806,0,18759933,0,0,0
0,1339083,19903096,0,91647725,0,18709253,0,0,0
0,1469750,20907894,0,59480267,0,24791760,0,0,0
0,1395134,21342144,0,43929744,0,41003971,0,0,0
0,1361413,21378124,0,49553801,0,22516516,0,0,0
0,1307863,21301768,0,111985095,0,16788101,0,0,0
0,1312179,19184691,0,46644717,0,16540762,0,0,0
0,1425738,21509258,0,89417041,0,13864460,0,0,0
0,1376248,19953454,0,157842224,0,10252336,0,0,0
0,1472643,20964554,0,71233267,0,32049974,0,0,0
0,1235114,22033385,0,138827610,0,8746341,0,0,0
0,1425835,22208396,0,47431410,0,11130810,0,0,0
0,1269143,22109474,0,132638552,0,15921244,0,0,0
0,1300591,20000644,0,127480666,0,10988652,0,0,0
0,1497729,21049132,0,93442837,0,49883902,0,0,0
0,1432953,20066175,0,148410596,49827,70166017,0,0,0
0,1447548,21993467,0,186939708,0,13748884,0,0,0
0,1363069,20224815,0,20161074,0,26608238,0,0,0
0,1565177,20021791,0,85998384,0,25311795,0,0,0
0,1520333,20016016,0,15899949,51252,35738097,0,0,0
0,1329032,19757022,0,51293099,0,26336760,0,0,0
0,1312781,18840977,0,48231582,0,16296230,0,0,0
0,1438425,20617883,0,57287871,0,29099019,0,0,0
0,1113379,17835543,0,135475065,0,8871820,0,0,0
0,1190547,19016634,0,83879733,0,9379136,0,0,0
0,1249721,19725925,0,123995098,0,12555785,0,0,0
0,1496885,19767701,0,69544720,0,25628815,0,0,0
0,1317624,21112075,0,135356401,0,11140224,0,0,0
0,1162506,19030294,0,62553967,0,6227612,0,0,0
0,1345348,20151308,0,34956379,0,18858427,0,0,0
0,1220066,18184860,0,83207455,0,5108736,0,0,0
0,1444300,20809681,0,61002095,0,21701039,0,0,0
0,1482129,21348029,0,132717742,0,16209974,0,0,0
0,1330255,20357847,0,130321354,0,6271815,0,0,0
0,1575481,23309328,0,48880571,0,23335934,0,0,0
0,1355911,19521535,0,98983058,0,34326739,0,0,0
0,1379918,19825375,0,91206875,0,17667060,0,0,0
0,1320548,19736105,0,38620635,0,18481368,0,0,0
0,1227517,19957073,0,114543885,0,11620887,0,0,0
0,1282689,19824085,0,113041045,0,14089427,0,0,0
0,1376385,19601447,0,35848527,0,18805651,0,0,0
0,1454232,21011439,0,87968989,0,11586457,0,0,0
0,1504470,22453720,0,113297583,0,12308514,0,0,0
0,1064064,17840025,0,58099963,0,8662290,0,0,0
0,1257483,18338149,0,44046188,0,17008072,0,0,0
0,1203196,18799802,0,176502161,0,14493916,0,0,0
0,1325110,21792582,0,149033308,0,22549762,0,0,0
0,1314535,20270537,0,90590021,0,22697991,0,0,0
0,1349678,20515607,0,62271930,0,25247696,0,0,0
0,1569655,21997713,0,70940407,0,24466080,0,0,0
0,1504396,21511193,0,103126950,0,21615105,0,0,0
0,1243644,19020558,0,78714605,0,17351497,0,0,0
0,1414021,20798163,0,86153056,0,18990949,0,0,0
0,1348088,19902137,0,80159885,0,9253412,0,0,0
0,1440588,21491753,0,52688705,51463,40268654,0,0,0
0,1476592,21080724,0,37276676,0,23503752,0,0,0
0,1282833,20641706,0,64194622,0,22405409,0,0,0
0,1327995,21009609,0,72342828,49079,51130926,0,0,0
0,1484374,23643917,0,86789083,0,17199915,0,0,0
0,1480431,20309695,0,47912343,0,30133292,0,0,0
0,1276663,20668100,0,124312105,0,15577309,0,0,0
0,1512727,22143943,0,94441030,0,21264117,0,0,0
0,1275094,21495011,0,81026193,0,9879441,0,0,0
0,1371894,19608928,0,68222062,0,22147350,0,0,0
0,1303807,20809140,0,130332062,0,19007266,0,0,0
0,1305762,19840667,0,61526554,0,18785887,0,0,0
0,1512658,21330217,0,122055299,0,33898610,0,0,0
0,1233710,18881400,0,81435397,0,25129289,0,0,0
0,1395313,19840713,0,33016804,0,31405130,0,0,0
0,1324782,19249615,0,77646719,0,18397251,0,0,0
0,1303726,20775653,0,197645384,0,10398551,0,0,0
0,1444986,21672103,0,56085076,0,28409880,0,0,0
0,1586983,21123793,0,114016031,0,16452677,0,0,0
0,1524870,20258046,0,57412001,0,21837685,0,0,0
0,1264466,19786038,0,99590239,0,17630722,0,0,0
0,1313779,19870735,0,96600729,0,16328996,0,0,0
0,1261072,18941534,0,62892150,0,18713436,0,0,0
0,1345010,19354099,0,111396954,0,20353709,0,0,0
0,1261898,19208523,0,161153951,0,11816972,0,0,0
0,1707491,23357056,0,104382295,0,41299840,0,0,0
0,1380070,20761043,0,72627146,0,15032541,0,0,0
0,1151261,18816906,0,150364289,0,3935568,0,0,0
0,1513091,22196447,0,74781398,0,22373074,0,0,0
0,1508478,20164852,0,28980677,0,25365239,0,0,0
0,1356400,20692237,0,78337756,0,18371370,0,0,0
0,1269402,20103805,0,111246898,0,8840226,0,0,0
0,1289946,19421929,0,116486647,0,18046783,0,0,0
0,1274547,21170009,0,117007624,0,12754782,0,0,0
0,1543522,20289877,0,20083468,0,38728793,0,0,0
0,1490226,21820026,0,132517936,0,23174867,0,0,0
0,1402516,20106015,0,162205193,0,13903257,0,0,0
0,1502790,21463111,0,85891533,0,23367080,0,0,0
0,1517033,22419352,0,193611178,0,13019483,0,0,0
0,1387456,19722839,0,80090981,0,22987895,0,0,0
0,1310806,18112434,0,30292423,0,21160182,0,0,0
0,1304017,18243080,0,27883998,0,30708549,0,0,0
0,1277323,19172833,0,95156369,0,18719524,0,0,0
0,1329603,18984224,0,108416426,0,18831300,0,0,0
0,1270672,19829535,0,160382838,0,19668578,0,0,0
0,1599808,23303631,0,74312083,0,25063532,0,0,0
0,1576456,21815679,0,76627393,0,31749588,0,0,0
0,1502567,22073066,0,110228889,0,27965839,0,0,0
0,1457223,21816567,0,122977990,0,21338957,0,0,0
0,1474002,21274854,0,78392093,0,19053154,0,0,0
0,1300728,19996159,0,64719061,0,21987143,0,0,0
0,1452551,22174002,0,105688217,0,16026069,0,0,0
0,1474095,21640316,0,68502885,0,26524975,0,0,0
0,1586802,22107834,0,112830144,0,22592197,0,0,0
0,1481087,21600464,0,93840448,0,28323981,0,0,0
0,1544922,20769996,0,38030256,0,27918434,0,0,0
0,1356883,18371875,0,2180491,55817,4725639,0,0,0
0,1239979,19612998,0,107570947,0,8797605,0,0,0
0,1505642,20990373,0,183018933,0,60353164,0,0,0
0,1456056,20197356,0,87985060,0,23528883,0,0,0
0,1273037,19572742,0,121055220,0,37401381,0,0,0
0,1172548,19596037,0,109380915,0,14461968,0,0,0
0,1309839,19335580,0,37954942,0,24107247,0,0,0
0,1463925,21041425,0,166348401,0,24375149,0,0,0
0,1289106,19806609,0,79796537,0,18535358,0,0,0
0,1488724,19742908,0,52698583,0,25736538,0,0,0
0,1515454,21918231,0,123354189,0,39016092,0,0,0
0,1286971,19182199,0,36661432,0,25113525,0,0,0
0,1269072,20071734,0,138327973,0,11422093,0,0,0
0,1295192,19768443,0,122830243,0,24251557,0,0,0
0,1308687,19903508,0,126764678,0,11335489,0,0,0
0,1305343,18742239,0,79543452,0,20530867,0,0,0
0,1338077,19867537,0,134382265,0,22260510,0,0,0
0,1468441,20317280,0,49424153,0,30567192,0,0,0
0,1302600,21191919,0,138825594,0,14538791,0,0,0
0,1561428,22291035,0,109296575,0,46809615,0,0,0
0,1411425,20480894,0,144222801,0,19908198,0,0,0
0,1490221,20723629,0,65626287,0,14751097,0,0,0
0,1445130,21320056,0,143521244,0,32745609,0,0,0
0,1527688,20145236,0,50054043,0,14958463,0,0,0
0,1264654,19358161,0,33283018,0,14194872,0,0,0
0,1620530,21799458,0,169523715,0,9539469,0,0,0
0,1506427,21250821,0,144521578,0,17407390,0,0,0
0,1634842,21570336,0,68882697,0,8119145,0,0,0
0,1236692,19261441,0,30195730,0,6148162,0,0,0
0,1427685,21259525,0,82077170,0,23146584,0,0,0
0,1315391,19149348,0,87694916,0,13553914,0,0,0
0,1374673,19941765,0,92129356,0,16903082,0,0,0
0,1390094,20386803,0,73552616,0,20208372,0,0,0
0,1405799,19647077,0,63250790,0,23735052,0,0,0
0,1417251,19739272,0,73864576,0,26780707,0,0,0
0,1369863,21153996,0,73319614,0,17212304,0,0,0
0,1319349,19764203,0,88680567,0,16369271,0,0,0
0,1254192,20203336,0,120085738,0,9323641,0,0,0
0,1495237,20394631,0,61856765,0,129690326,0,0,0
0,1459471,18998219,0,25148735,0,34791466,0,0,0
0,1411595,21611131,0,171558706,0,31658884,0,0,0
0,1652141,20098801,0,89816947,0,41881757,0,0,0
0,1365507,20048696,0,65068700,0,27704968,0,0,0
0,1447300,19448367,0,85329810,0,23699087,0,0,0
0,1553824,21274888,0,72606602,0,21024724,0,0,0
0,1357404,19402474,0,73500411,0,28725404,0,0,0
0,1388421,19350224,0,42129562,0,28743741,0,0,0
0,1413631,21339236,0,160658376,0,35805212,0,0,0
0,1222740,17894406,0,5713610,0,26757505,0,0,0
0,1267508,17730050,0,27191281,0,34473614,0,0,0
0,1296006,19214930,0,78821770,0,18201647,0,0,0
0,1266631,18547588,0,34548352,0,11189909,0,0,0
0,1373586,19815592,0,75550392,0,19960845,0,0,0
0,1204721,18099741,0,36577593,0,23697832,0,0,0
0,1276538,19080142,0,67519427,0,29513169,0,0,0
0,1127981,19064899,0,57577610,0,13937284,0,0,0
0,1306717,19720977,0,64528903,0,33247467,0,0,0
0,1184059,18235936,0,150165502,0,31254053,0,0,0
0,1207735,17769699,0,24058449,0,13508934,0,0,0
0,1217433,18643671,0,33691801,0,13907890,0,0,0
0,1143041,17042743,0,37027642,0,18777074,0,0,0
0,1273908,19606893,0,112390299,0,13520792,0,0,0
0,1288134,19675070,0,60503729,0,20125588,0,0,0
0,1364596,18890016,0,44773392,0,27970860,0,0,0
0,1387567,20882438,0,122323578,0,29573497,0,0,0
0,1475618,20935921,0,104027717,0,28997147,0,0,0
0,1486025,21559564,0,87963778,0,27484948,0,0,0
0,1216473,17273532,0,2911413,0,46784108,0,0,0
0,1492873,20168159,0,97300586,0,21843648,0,0,0
0,1291212,18499700,0,56594004,0,12046389,0,0,0
0,1227376,18693478,0,81126554,0,21482686,0,0,0
0,1642002,17206467,0,136960652,0,59331650,0,0,0
0,1082440,14995258,0,45707337,0,26029877,0,0,0
0,1050650,15749321,0,168214149,0,16635102,0,0,0
0,1242069,16353444,0,99180593,0,115024674,0,0,0
0,1127548,15101064,0,61317758,0,62082257,0,0,0
0,1160196,15538865,0,43310345,0,62146851,0,0,0
0,1039366,16145923,0,136458725,0,398661556,0,0,0
0,1430698,40639075,0,81773427,221717492,747959425,0,0,0
0,967260,16768391,0,126033799,0,7550687,0,0,0
0,1356058,19824117,0,51488642,0,18882998,0,0,0
0,1284922,20321735,0,37852487,0,18663612,0,0,0
0,1180612,20953681,0,111231286,0,7414423,0,0,0
0,1067488,16727167,0,40104264,0,15446657,0,0,0
0,1092553,15331288,0,11064410,0,88094938,0,0,0
0,1243062,18468486,0,87344496,0,14416929,0,0,0
0,1152077,16856796,0,6569025,0,20140032,0,0,0
0,1287173,18206562,0,4298123,0,51532261,0,0,0
0,1209656,19159396,0,81768078,0,18636099,0,0,0
0,1251426,19656463,0,47332565,0,26456836,0,0,0
0,1529451,21057661,0,118073477,0,40405989,0,0,0
0,1510229,21520425,0,120976480,0,7499391,0,0,0
0,1345834,23193791,0,70258149,0,14456685,0,0,0
0,1483225,21411364,0,77992618,0,14247342,0,0,0
0,1195902,17593104,0,36818206,0,27068569,0,0,0
0,1371836,19294243,0,102033056,0,17509152,0,0,0
0,1239764,20333218,0,111404363,0,14834217,0,0,0
0,1371959,20829191,0,106973817,0,18125497,0,0,0
0,1529639,23017512,0,80665806,0,22061604,0,0,0
0,1382881,21455904,0,64673220,0,18514370,0,0,0
0,1325637,20451140,0,22485156,0,9556674,0,0,0
0,1361206,19579005,0,31442012,0,25376161,0,0,0
0,1125738,19703062,0,104698182,0,8345345,0,0,0
0,1325230,20303312,0,77972181,0,14613414,0,0,0
0,1426951,20852597,0,62300143,0,20771680,0,0,0
0,1295467,21170163,0,108398007,0,8193076,0,0,0
0,1375064,21838215,0,141065119,0,32017413,0,0,0
0,1360938,20692397,0,139110257,0,9811721,0,0,0
0,1398078,20009684,0,60901373,0,15706809,0,0,0
0,1165041,18718840,0,55325100,0,16319151,0,0,0
0,1208057,18281363,0,47659751,0,14566188,0,0,0
0,1293386,20012698,0,59776930,0,18102755,0,0,0
0,1308981,20552552,0,90024553,0,8730989,0,0,0
0,1284186,20140274,0,50530795,0,11229164,0,0,0
0,1343054,19342322,0,11181409,0,13600652,0,0,0
0,1330851,19160565,0,46005684,0,7575892,0,0,0
0,1397788,21226532,0,108221849,0,5692277,0,0,0
0,1347842,21791429,0,34346085,0,16423057,0,0,0
0,1440682,21275067,0,37356781,0,35014641,0,0,0
0,1225442,19585910,0,113038980,0,13407589,0,0,0
0,1297672,20076789,0,68955875,0,9895395,0,0,0
0,1217920,19047328,0,50233845,0,16199576,0,0,0
0,1274244,21272444,0,87345811,0,12439623,0,0,0
0,1152255,18820239,0,84632450,0,9530536,0,0,0
0,1318107,21208796,0,123369347,0,11856900,0,0,0
0,1473716,21808770,0,114324994,0,17419380,0,0,0
0,1402225,19902321,0,46648012,0,23263184,0,0,0
0,1380616,19803980,0,130863341,0,22530516,0,0,0
0,1434448,20035637,0,48951555,0,10833035,0,0,0
0,1481637,21148539,0,56778233,0,12511894,0,0,0
0,1573270,21357925,0,31182389,0,32369110,0,0,0
0,1479111,21501138,0,100161742,0,17436023,0,0,0
0,1528221,21472451,0,51025481,0,57143302,0,0,0
0,1351317,19810172,0,77908097,0,27019536,0,0,0
0,1245669,18891089,0,4366709,50897,8818695,0,0,0
0,1538915,20581657,0,143302873,0,19475724,0,0,0
0,1250629,20803715,0,71046128,0,14538358,0,0,0
0,1625868,22853970,0,65586590,0,21815992,0,0,0
0,1420636,22572979,0,95181608,0,17558955,0,0,0
0,1625664,22653117,0,156657394,0,64819531,0,0,0
0,1431425,22157242,0,79676990,0,15090654,0,0,0
0,1411844,22174100,0,125282570,0,12508479,0,0,0
0,1454823,22888964,0,118069759,0,15167859,0,0,0
0,1391515,22115961,0,82531301,0,19862382,0,0,0
0,1418903,21431810,0,157707393,0,13099914,0,0,0
0,1324761,20768459,0,81496452,0,23440252,0,0,0
0,1303105,20234172,0,40086516,0,27388079,0,0,0
0,1171327,19609837,0,76884243,0,14319689,0,0,0
0,1423864,20817716,0,56759346,0,24585285,0,0,0
0,1351407,21229007,0,78454154,0,23078496,0,0,0
0,1222975,19864923,0,68758134,0,17111584,0,0,0
0,1533355,21493186,0,57650767,0,10900730,0,0,0
0,1396966,21140600,0,128212411,0,38049362,0,0,0
0,1369582,20853870,0,30252958,50189,23204329,0,0,0
0,1661942,22151773,0,60802783,0,34543536,0,0,0
0,1119464,17377195,0,50768115,0,16111986,0,0,0
0,1083326,16545043,0,74204282,0,10686873,0,0,0
0,1402914,21115778,0,47332156,0,22716529,0,0,0
0,1433098,21133755,0,74203899,0,12511998,0,0,0
0,1301298,18054271,0,4694874,0,25269365,0,0,0
0,1117624,16347336,0,5226148,0,6951936,0,0,0
0,1044699,16182570,0,15240667,0,8824420,0,0,0
0,1296382,19206081,0,44147441,0,17440165,0,0,0
0,1269672,20598049,0,142012569,0,8910073,0,0,0
0,1371497,21077068,0,60209355,0,16681374,0,0,0
0,1457567,22823245,0,99983733,0,14478099,0,0,0
0,1417773,21546670,0,98352049,0,438971228,0,0,0
0,1858443,26513661,0,147994573,0,17058500,0,0,0
0,1266761,19345407,0,189607092,0,13668445,0,0,0
0,1342011,20555671,0,48171434,0,25901910,0,0,0
0,1165521,19535044,0,73739526,0,4639547,0,0,0
0,1327786,19717152,0,58145633,0,23504712,0,0,0
0,1567152,22192658,0,89205858,0,54848785,0,0,0
0,1568879,22808174,0,112981460,0,11350243,0,0,0
0,1359113,22711021,0,132218824,0,31609660,0,0,0
0,1331116,20687949,0,92324704,0,22924526,0,0,0
0,1531788,20403479,0,64694423,0,24927394,0,0,0
0,1404110,19714044,0,110308596,0,15679377,0,0,0
0,1446265,20398199,0,73693466,0,23586041,0,0,0
0,1404707,20894567,0,94828286,0,21908773,0,0,0
0,1220545,19123717,0,48253358,0,19454084,0,0,0
0,1470271,20091162,0,14186440,0,25091691,0,0,0
0,1292073,20040919,0,73571499,0,10681228,0,0,0
0,1409691,21294247,0,69796398,0,19299498,0,0,0
0,1558831,20169367,0,39607907,0,19118935,0,0,0
0,1443742,22375018,0,29667939,0,54706865,0,0,0
0,1209191,19026065,0,68069094,0,28557779,0,0,0
0,1400884,21052641,0,35431248,0,7467834,0,0,0
0,1267820,20218268,0,52601355,0,19753005,0,0,0
0,1190665,18383909,0,114331241,0,21061335,0,0,0
0,1223099,18511258,0,46617553,0,22333988,0,0,0
0,1124558,18097001,0,34617323,0,16462427,0,0,0
0,1131454,18535494,0,86445874,0,13804387,0,0,0
0,1146851,17011595,0,64201215,0,19422231,0,0,0
0,1155487,17457145,0,21410275,48959,7512718,0,0,0
0,1155108,18026325,0,49162139,0,19455204,0,0,0
0,1188635,17028663,0,59444307,0,26862434,0,0,0
0,1178180,17643016,0,31999884,0,17629997,0,0,0
0,1148202,17683723,0,6397623,0,14236956,0,0,0
0,1101796,17257037,0,44161325,0,20735183,0,0,0
0,1158516,18125094,0,68709343,0,17514946,0,0,0
0,1292997,19633166,0,78544731,0,18925296,0,0,0
0,1107766,16873189,0,44589982,0,23345922,0,0,0
0,1229823,16538690,0,8307332,0,27010316,0,0,0
0,1132810,18139321,0,25088305,0,11721910,0,0,0
0,1042464,16429526,0,27806325,0,15024895,0,0,0
0,1114305,16561583,0,32610141,0,18710964,0,0,0
0,1117642,16672548,0,16769831,0,15642827,0,0,0
0,1065835,16135377,0,20138237,0,23315615,0,0,0
0,1101560,17191602,0,54951987,0,19967541,0,0,0
0,1311509,19786270,0,113560011,0,11403677,0,0,0
0,1086372,19568573,0,109939229,0,12929720,0,0,0
0,1317736,19764618,0,90679150,0,18635400,0,0,0
0,1414683,20000086,0,95093521,0,24792167,0,0,0
0,1371514,20961684,0,44420793,0,17507684,0,0,0
0,1407917,20543895,0,38821090,0,28307699,0,0,0
0,1100330,17742745,0,49914148,0,22491150,0,0,0
0,1280013,22370660,0,126167747,0,10835848,0,0,0
0,1173634,19386820,0,42620164,0,9337286,0,0,0
0,1329508,20346359,0,17206111,48925,17832545,0,0,0
0,1445464,22539274,0,86594537,0,13964076,0,0,0
0,1344221,20531319,0,77699281,0,20373918,0,0,0
0,1439500,19930839,0,71505989,0,16913176,0,0,0
0,1238644,18547563,0,89290472,0,19342640,0,0,0
0,1467941,20907621,0,91159453,0,15594797,0,0,0
0,1386731,21341644,0,105232406,0,36940414,0,0,0
0,1575763,20957563,0,245793160,0,17990675,0,0,0
0,1240076,18884130,0,42526377,0,21159862,0,0,0
0,1429347,20679586,0,53428430,0,29390426,0,0,0
0,1431523,20934314,0,126246736,0,12051112,0,0,0
0,1454127,21399925,0,163379433,0,15289564,0,0,0
0,1385469,21757725,0,110730672,0,19231780,0,0,0
0,1349280,19506736,0,58505860,0,27608154,0,0,0
0,1343781,22624923,0,92760837,0,8305304,0,0,0
0,1379307,21736946,0,118373720,0,30437919,0,0,0
0,1501964,22860180,0,174142607,0,18003843,0,0,0
0,1543338,20452302,0,146876898,0,18089421,0,0,0
0,1297354,20045783,0,91782256,0,14119307,0,0,0
0,1527689,21431864,0,90179385,0,19131474,0,0,0
0,1315016,20099196,0,94936588,0,14422311,0,0,0
0,1475933,20930742,0,77612813,0,18196745,0,0,0
0,1378875,21746271,0,49776412,0,13927644,0,0,0
0,1505202,21958076,0,54910439,0,17623471,0,0,0
0,1319541,21017116,0,78111496,0,12163088,0,0,0
0,1312805,20752687,0,52695279,0,12441221,0,0,0
0,1406191,21918809,0,32732487,0,24098035,0,0,0
0,1433027,23242847,0,120541302,0,27157299,0,0,0
0,1502857,22569680,0,88262190,0,43734558,0,0,0
0,1287757,21017719,0,117491398,0,10903663,0,0,0
0,959961,16589725,0,28965910,0,7147300,0,0,0
0,1442008,18434558,0,99995318,0,19222546,0,0,0
0,1618317,21300046,0,48551822,0,26754096,0,0,0
0,1226184,19720298,0,84917884,0,9950469,0,0,0
0,1189321,20192478,0,140262746,0,8780561,0,0,0
0,1241514,21624685,0,174491293,0,7925755,0,0,0
0,1284624,20552859,0,70523127,0,23483355,0,0,0
0,1300692,20736956,0,33155034,0,9634614,0,0,0
0,1434110,21022095,0,99645508,0,24469487,0,0,0
0,1413374,20333761,0,62704448,0,24957109,0,0,0
0,1368591,21129171,0,66228874,0,16387494,0,0,0
0,1455588,22767204,0,76480575,0,23767485,0,0,0
0,1408206,22881438,0,148341958,0,45486831,0,0,0
0,1153431,17362217,0,46665815,0,24390941,0,0,0
