 UNKNOWN: 0, SYSTEMCALL: 0, USERMODE: 0, BLOCKED_IO: 0, BLOCKED_CPU: 0, BLOCKED_WAITKERNEL: 0,BLOCKED_WAITPROCESS: 0, BLOCKED_FOR_FUTEX: 0, BLOCKED_CPU_FUTEX: 0, TRASH: 0
0,1382885,18179420,0,31690506,0,41585028,0,0,0
0,1459853,20361050,0,72496237,0,20928020,0,0,0
0,1414289,18722474,0,25326002,49842,13104281,0,0,0
0,1310036,18062998,0,52569640,0,32359465,0,0,0
0,1131650,15678311,0,73061152,0,49845631,0,0,0
0,903828,15324033,0,84509364,0,9455131,0,0,0
0,1183643,17016126,0,50007260,0,32479417,0,0,0
0,1206511,16248723,0,74570004,0,85955706,0,0,0
0,976423,15059019,0,136240314,0,40174309,0,0,0
0,1256032,16691088,0,152002861,0,85196195,0,0,0
0,1036305,14276269,0,26279350,0,430116048,0,0,0
0,2081724,57994153,0,122896314,2204104510,19422463813,0,0,0
0,1647946,19260312,0,18716268,55172780,413874476,0,0,0
0,1615598,28327425,0,32949390,0,46440847,0,0,0
0,1056075,16346333,0,19132312,0,10468518,0,0,0
0,1056653,15497335,0,7679047,0,15009503,0,0,0
0,1140748,17399162,0,42937586,0,13399106,0,0,0
0,1238331,18768408,0,155461030,0,20320875,0,0,0
0,1363215,20085840,0,107147654,0,10210703,0,0,0
0,1243169,17682355,0,2826341,0,20119382,0,0,0
0,1186657,17456919,0,63333424,0,17520366,0,0,0
0,1112534,16398237,0,26433918,0,17204111,0,0,0
0,1145254,17757802,0,54788568,0,16571195,0,0,0
0,1203553,19503510,0,69817441,0,25225915,0,0,0
0,1170725,18437779,0,55735281,0,40106181,0,0,0
0,1172171,18636081,0,102804189,0,10290572,0,0,0
0,1517413,19853269,0,155413615,0,26060392,0,0,0
0,1435849,20545798,0,59167199,0,14703918,0,0,0
0,1388190,21128471,0,50789571,0,16774101,0,0,0
0,1369230,20136584,0,74453603,0,16510451,0,0,0
0,1324981,20255628,0,93460888,0,38310737,0,0,0
0,1273038,18413688,0,9260709,0,10878414,0,0,0
0,1499622,20976676,0,70534210,0,22590822,0,0,0
0,1383380,19983283,0,14793336,0,25859362,0,0,0
0,1532177,20990009,0,73223603,0,22330032,0,0,0
0,1328777,20521760,0,64758124,0,24595020,0,0,0
0,1312216,20670329,0,67061060,0,26768172,0,0,0
0,1451801,21417672,0,133958059,0,10714624,0,0,0
0,1478110,21442142,0,118134133,0,22240145,0,0,0
0,1449418,22083742,0,117636851,0,14203416,0,0,0
0,1430156,22070135,0,95140221,0,27487719,0,0,0
0,1517489,22049991,0,145184610,0,15565483,0,0,0
0,1564436,21381429,0,112205838,0,21787749,0,0,0
0,1400367,20920526,0,108557705,0,14191464,0,0,0
0,1279195,19849351,0,99819773,0,16786868,0,0,0
0,1383064,21147253,0,48669264,0,14740505,0,0,0
0,1595654,21662656,0,140317280,0,15811221,0,0,0
0,1475849,21422047,0,81034753,0,29415577,0,0,0
0,1276660,19001524,0,21600012,0,22032837,0,0,0
0,1365893,19789022,0,65249565,0,14848125,0,0,0
0,1294530,19998950,0,45506509,0,18652312,0,0,0
0,1488012,20215684,0,45470183,0,20542087,0,0,0
0,1458396,22847224,0,118461550,0,25170190,0,0,0
0,1519960,21532901,0,77393017,0,24142828,0,0,0
0,1363805,20893548,0,87956207,0,17691279,0,0,0
0,1564642,21413889,0,101278731,0,16707185,0,0,0
0,1179805,19310872,0,67634873,0,32344100,0,0,0
0,1442551,20089225,0,141176044,0,37027791,0,0,0
0,1242338,19783279,0,164569918,0,9131407,0,0,0
0,1448943,22047915,0,130593972,0,14028883,0,0,0
0,1536313,21792436,0,43413667,0,29877086,0,0,0
0,1500685,21028089,0,17535276,0,40639134,0,0,0
0,1404503,20579439,0,103824488,0,6411285,0,0,0
0,1462427,20555566,0,32686036,0,25915897,0,0,0
0,1580414,22972851,0,56639538,0,26592406,0,0,0
0,1459034,20488959,0,108217811,0,9481897,0,0,0
0,1389262,20851632,0,69530519,0,34298581,0,0,0
0,1148609,19722944,0,50634409,0,10705600,0,0,0
0,1528569,22754562,0,91503691,0,14231249,0,0,0
0,1165030,20125406,0,89640360,0,8350095,0,0,0
0,1352975,20172095,0,74535521,0,12165113,0,0,0
0,1333772,22903189,0,110337156,0,12255521,0,0,0
0,1430110,20581702,0,54100601,0,19496407,0,0,0
0,1516492,23403442,0,131206938,0,25460319,0,0,0
0,1378263,21274011,0,77602835,50688,13759712,0,0,0
0,1349209,20479646,0,102617347,0,14256007,0,0,0
0,1495112,22450453,0,141197667,0,24085620,0,0,0
0,1492521,20953432,0,55668379,0,31711273,0,0,0
0,1358270,21188838,0,58941816,0,14549108,0,0,0
0,1432664,21578045,0,62815609,0,14919491,0,0,0
0,1297285,21093312,0,130453166,0,26828052,0,0,0
0,1628335,21157742,0,38026635,0,17873840,0,0,0
0,1258521,20555519,0,60316205,0,10833269,0,0,0
0,1232368,19127363,0,85485945,0,21510665,0,0,0
0,1212298,19916167,0,67997923,0,7358727,0,0,0
0,1547282,20985823,0,107933299,0,20849636,0,0,0
0,1315945,21081124,0,116723380,0,23984109,0,0,0
0,1452908,19398025,0,81772237,0,12371717,0,0,0
0,1414661,19509554,0,27880961,0,21788197,0,0,0
0,1293388,21002373,0,67873641,0,19927865,0,0,0
0,1213922,17867355,0,35640539,0,16329670,0,0,0
0,1119628,17043387,0,47668973,0,12116644,0,0,0
0,1151496,16894745,0,26506996,0,18270704,0,0,0
0,1322701,20133382,0,108317234,0,25324823,0,0,0
0,1507584,20341500,0,46531665,0,9055431,0,0,0
0,1238917,17263426,0,14754000,0,12097561,0,0,0
0,1001879,18119944,0,32949646,0,638143,0,0,0
0,1021172,15931611,0,11298784,0,7976114,0,0,0
0,1052918,16358337,0,21980299,0,18435732,0,0,0
0,1191818,17336552,0,67875819,0,19792277,0,0,0
0,1305209,20197640,0,67407905,0,31792079,0,0,0
0,1441991,20810908,0,45429805,0,17496286,0,0,0
0,1386761,23580216,0,144149841,0,11049310,0,0,0
0,1814051,23512444,0,42189666,0,428593034,0,0,0
0,1353054,19703534,0,70414371,0,24620001,0,0,0
0,1449254,21104751,0,71456434,0,42898757,0,0,0
0,1290907,19752861,0,105134139,0,10964766,0,0,0
0,1401852,19834093,0,91199211,0,42300734,0,0,0
0,1570643,23131695,0,168563864,0,14514815,0,0,0
0,1489395,23735498,0,165017098,0,22779208,0,0,0
0,1491543,19571660,0,44348802,0,18212609,0,0,0
0,1350539,21549418,0,196098198,0,21388104,0,0,0
0,1488874,19302930,0,26117426,0,91759194,0,0,0
0,1285256,20314382,0,137430796,0,16955119,0,0,0
0,1416372,21144636,0,108366547,0,24377154,0,0,0
0,1476218,20539302,0,79426862,0,35026764,0,0,0
0,1389007,21432882,0,86980741,0,24757872,0,0,0
0,1290713,20112729,0,63286859,0,15782619,0,0,0
0,1391067,19999953,0,75277865,0,21965320,0,0,0
0,1287894,20425424,0,146582569,0,21713575,0,0,0
0,1392480,19755572,0,66772521,0,26048460,0,0,0
0,1174558,19528550,0,98442796,0,39566456,0,0,0
0,1222562,17954013,0,60453053,0,24396445,0,0,0
0,1211436,17740438,0,49916393,50271,38452003,0,0,0
0,1180279,18667073,0,68337105,0,9741067,0,0,0
0,1351799,19219567,0,30753729,0,31349428,0,0,0
0,1234830,18462200,0,111707485,0,19245333,0,0,0
0,1124770,17134518,0,19310560,0,17955272,0,0,0
0,1345591,18575085,0,28082695,0,38544765,0,0,0
0,1256921,17732857,0,59156097,0,12540862,0,0,0
0,1151705,17981276,0,100675826,0,11374834,0,0,0
0,1151739,17700734,0,78638528,0,21392422,0,0,0
0,1217409,17976304,0,3946936,0,27369522,0,0,0
0,1103108,15777807,0,4074186,0,18510050,0,0,0
0,1178980,18028051,0,105614919,0,12413101,0,0,0
0,1205025,16478098,0,18621928,0,34415718,0,0,0
0,1139272,17015899,0,62293925,0,14095611,0,0,0
0,1119868,16199654,0,40940083,0,25108060,0,0,0
0,1076253,16131903,0,9994204,0,23260966,0,0,0
0,1122875,16417227,0,22346348,0,26008569,0,0,0
0,1168933,18651107,0,79470001,0,16297214,0,0,0
0,1217537,19035046,0,93285027,0,21013935,0,0,0
0,1208099,19528335,0,89924480,0,14146992,0,0,0
0,1400919,20547932,0,9154475,0,32843287,0,0,0
0,1571149,21967890,0,56314605,0,24886432,0,0,0
0,1290338,20048276,0,102469613,0,10256813,0,0,0
0,1241442,18709863,0,21606515,0,24327575,0,0,0
