0,2499,2626,0,402,29,221,0,0,0
0,202,209,0,38,1,14,0,0,0
0,202,225,0,56,0,15,0,0,0
0,203,205,0,37,0,16,0,0,0
0,199,207,0,35,0,13,0,0,0
0,204,213,0,46,1,16,0,0,0
0,195,213,0,37,1,8,0,0,0
0,202,203,0,34,1,15,0,0,0
0,207,205,0,41,1,20,0,0,0
0,201,209,0,39,1,14,0,0,0
0,203,215,0,47,1,14,0,0,0
0,202,203,0,34,1,15,0,0,0
0,195,214,0,38,1,8,0,0,0
0,189,227,0,45,1,2,0,0,0
0,194,236,0,59,0,5,0,0,0
0,192,224,0,45,1,5,0,0,0
0,200,215,0,44,1,13,0,0,0
0,197,218,0,44,0,11,0,0,0
0,195,222,0,46,0,8,0,0,0
0,193,247,0,69,1,5,0,0,0
0,194,230,0,53,1,7,0,0,0
0,192,212,0,33,0,6,0,0,0
0,196,217,0,42,1,9,0,0,0
0,199,252,0,80,1,9,0,0,0
0,196,233,0,58,1,9,0,0,0
0,190,215,0,34,0,4,0,0,0
0,203,227,0,59,1,16,0,0,0
0,190,219,0,38,0,4,0,0,0
0,193,216,0,38,0,5,0,0,0
0,190,215,0,34,1,2,0,0,0
0,193,209,0,31,1,6,0,0,0
0,196,212,0,37,0,9,0,0,0
0,190,211,0,30,0,4,0,0,0
0,198,207,0,34,0,11,0,0,0
0,213,206,0,48,0,27,0,0,0
0,191,218,0,38,0,5,0,0,0
0,190,219,0,38,0,3,0,0,0
0,193,221,0,43,0,6,0,0,0
0,200,208,0,37,0,14,0,0,0
0,190,236,0,55,1,2,0,0,0
0,189,216,0,34,1,2,0,0,0
0,189,237,0,55,1,2,0,0,0
0,192,213,0,34,0,6,0,0,0
0,199,213,0,41,0,11,0,0,0
0,191,219,0,39,0,5,0,0,0
0,198,254,0,81,0,8,0,0,0
0,191,252,0,72,1,4,0,0,0
0,192,221,0,42,0,6,0,0,0
0,190,215,0,34,0,3,0,0,0
0,197,249,0,75,1,8,0,0,0
0,189,216,0,34,1,2,0,0,0
0,190,214,0,33,0,4,0,0,0
0,195,219,0,43,1,8,0,0,0
0,191,262,0,82,1,2,0,0,0
0,191,213,0,33,0,4,0,0,0
0,194,211,0,34,0,7,0,0,0
0,195,215,0,39,0,9,0,0,0
0,190,215,0,34,1,2,0,0,0
0,189,219,0,37,1,2,0,0,0
0,193,226,0,48,1,5,0,0,0
0,194,227,0,50,0,7,0,0,0
0,188,219,0,36,0,2,0,0,0
0,188,214,0,31,0,2,0,0,0
0,195,211,0,35,0,8,0,0,0
0,191,228,0,48,0,3,0,0,0
0,211,207,0,47,0,24,0,0,0
0,212,220,0,61,0,26,0,0,0
0,208,218,0,55,0,22,0,0,0
0,212,222,0,63,0,25,0,0,0
0,207,216,0,52,0,21,0,0,0
0,213,189,0,31,0,27,0,0,0
0,199,203,0,31,0,13,0,0,0
0,212,190,0,31,0,26,0,0,0
0,210,190,0,29,0,24,0,0,0
0,214,190,0,33,1,27,0,0,0
0,205,205,0,39,0,18,0,0,0
0,201,203,0,33,0,15,0,0,0
0,208,208,0,45,0,20,0,0,0
0,202,206,0,37,0,16,0,0,0
0,209,210,0,48,0,23,0,0,0
0,198,207,0,34,0,12,0,0,0
0,213,186,0,28,1,26,0,0,0
0,212,190,0,31,0,26,0,0,0
0,207,194,0,30,0,21,0,0,0
0,211,191,0,31,0,25,0,0,0
0,201,202,0,32,0,15,0,0,0
0,200,203,0,32,0,14,0,0,0
0,206,200,0,35,0,19,0,0,0
0,207,192,0,28,0,21,0,0,0
0,208,203,0,40,0,21,0,0,0
0,205,200,0,34,0,18,0,0,0
0,206,203,0,38,0,20,0,0,0
0,198,203,0,30,0,12,0,0,0
0,208,195,0,32,0,22,0,0,0
0,203,201,0,33,0,17,0,0,0
0,204,198,0,31,0,18,0,0,0
0,211,193,0,33,0,25,0,0,0
0,211,198,0,38,0,23,0,0,0
0,209,195,0,33,0,23,0,0,0
0,211,189,0,29,0,25,0,0,0
0,211,197,0,37,0,25,0,0,0
0,206,200,0,35,0,18,0,0,0
0,205,208,0,42,0,18,0,0,0
0,205,197,0,31,0,19,0,0,0
0,197,205,0,31,0,11,0,0,0
0,214,188,0,31,0,28,0,0,0
0,214,191,0,34,0,27,0,0,0
0,206,200,0,35,0,20,0,0,0
0,208,196,0,33,0,22,0,0,0
0,204,199,0,32,0,18,0,0,0
0,207,196,0,32,0,20,0,0,0
0,210,215,0,54,0,24,0,0,0
0,212,216,0,57,0,24,0,0,0
0,209,231,0,69,0,22,0,0,0
0,196,211,0,36,0,10,0,0,0
0,209,197,0,35,0,23,0,0,0
0,207,200,0,36,0,21,0,0,0
0,206,200,0,35,0,20,0,0,0
0,211,193,0,33,0,25,0,0,0
0,201,203,0,33,0,15,0,0,0
0,196,207,0,32,0,10,0,0,0
0,197,208,0,34,0,10,0,0,0
0,206,201,0,36,0,20,0,0,0
0,204,203,0,36,0,18,0,0,0
0,205,199,0,33,0,19,0,0,0
0,213,191,0,33,0,26,0,0,0
0,208,194,0,31,0,22,0,0,0
0,214,215,0,58,0,27,0,0,0
0,202,203,0,34,0,16,0,0,0
0,213,202,0,44,1,26,0,0,0
0,211,219,0,59,0,24,0,0,0
0,211,190,0,30,0,25,0,0,0
0,204,200,0,33,0,18,0,0,0
0,204,200,0,33,0,18,0,0,0
0,213,195,0,37,0,26,0,0,0
0,203,197,0,29,0,17,0,0,0
0,199,204,0,32,0,13,0,0,0
0,211,221,0,61,0,25,0,0,0
0,206,197,0,32,0,20,0,0,0
0,211,195,0,35,0,25,0,0,0
0,204,199,0,32,0,18,0,0,0
0,212,188,0,29,0,26,0,0,0
0,209,215,0,53,0,23,0,0,0
0,205,198,0,32,0,19,0,0,0
0,201,204,0,34,0,15,0,0,0
0,212,192,0,33,0,26,0,0,0
0,207,197,0,33,0,21,0,0,0
0,203,201,0,33,0,17,0,0,0
